Category,QuestionNumber,ExamRecord,Question,A,B,C,D,E,Answer,Explanation
心理社會與疼痛評估,1,102年第30題,下列關於 placebo analgesia 的敘述何者錯誤？,暗示、建議、期待、或制約(conditioning)都是增強 placebo analgesia 的重要因素。,"與 placebo analgesia 有關的生理結構可能是 limbic system (包括 amygdala, ventral striatum，anterior cingulate，和 prefrontal cortex)。",在不同疼痛模型，出現 Placebo effect 比率的人數(responder)不同;在拔牙後疼痛實驗佔 20% '在止血帶誘發疼痛低於 10%。,不同疼痛模型，placebo analgesia 在 VAS 的強度也不同;如拔牙後疼痛實驗 responder 與 non-responder 可以相差到 5 分。,Nocebo 與 placebo 相反，是指經過治療(處理)後，結果反而無效或是疼痛加劇；例如利用暗示，使原本有效的 N20 拔牙止痛，變得更痛。,C,錯誤 - 拔牙後疼痛實驗的placebo responder比率描述不正確，實際上應該更高，這反映了placebo效應在急性疼痛中的潛在強度。
心理社會與疼痛評估,2,103年第15題,How do you think of placebo effect to a particular therapy?,It is ethically unjustifiable.,It is deceptive on purpose.,It is not based on the evidence of neurobiology.,Infusion could add to the efficacy of the same drug when given orally.,It is not necessary to communicate why a particular therapy being used.,D,正確 - 不同給藥途徑可因placebo效應產生不同療效，這與患者的期待和治療情境有關。
心理社會與疼痛評估,3,"103年第17題, 104年第36題, 111年第45題","Arrange the pain intensity of the following conditions from the strongest to the least according to long form McGill Pain Questionnaire. 1. Labor pain, 2 Amputation of digit, 3. Male low abdominal surgery 4. Fracture:",1>2>3>4,2>1>4>3,2>1>3>4,1>2>4>3,None of above is right,B,正確 - 符合McGill疼痛問卷的評分排序，這種排序考慮了疼痛的多維度特性。
心理社會與疼痛評估,4,104年第1題,關於催眠(hypnosis)及催眠止痛(hypnotic analgesia)，何者敘述錯誤？,不只是一種魔術，催眠可能有效止痛,利用的是「暗示」(suggestion)的技巧，與心理層面有關，不影響生理功能,可以造成精神放鬆，注意力轉移，對人、時、地的錯誤判斷，及改變個人經驗,催眠止痛要達到長期的效果，需要以暗示方法改變(或主導)病人的疼痛經驗,催眠止痛改變病人的疼痛經驗的方式有：解離式想像法(dissociated imagery)、集中注意力法(focused analgesia)、重新詮釋法 (reinterpretation),B,錯誤 - 催眠會同時影響心理和生理功能，這是其能夠有效止痛的原因之一。
心理社會與疼痛評估,5,104年第6題,The effect of placebo will be enhanced by the followings except:,conditioning by treatment context,suggestion by verbal,expectation of response,desire of pain relief,attention to pain,E,錯誤 - 專注疼痛會減弱而非增強placebo效應，因為這會使患者更容易感受到疼痛的不適。
心理社會與疼痛評估,6,"104年第9題, 108年第1次第28題, 108年第2次第28題",關於疼痛臨床研究與止痛方式的統計，下列何者正確？,一般而言，某種止痛方式的 number need to treat 介於 8-12 之間，表示該方式是有效的,統計結果 Number need to treat 數值愈大，表示該止痛方式效果越好,統計結果 Number need to harm 不適合用以表達副作用或併發症的發生率,比較不同止痛方式的效果時，病人自控式止痛的嗎啡用量是很好的指標，比 pain score 更為客觀,以上皆不正確,E,所有選項都包含錯誤資訊。有效的治療通常NNT在2-5之間而非8-12；NNT數值越小代表效果越好；NNH是表達副作用的適當統計指標；嗎啡用量受個體差異影響，不比疼痛評分客觀。疼痛研究統計需要正確理解各項指標的意義和限制，才能適當解讀臨床研究結果並應用於實務。
心理社會與疼痛評估,7,104年第24題,Which following statement about pain assessment is true?,The McGill Pain Questionnaire (MPQ) has become the most widely used clinical and research tool for measuring pain.,"The McGill Pain Questionnaire is designed to assess the multidimensional nature of pain experience and has been demonstrated to be a reliable, valid and consistent measurement tool.","Descriptors in the McGill Pain Questionnaire fall into 4 major groups, including: sensory, affective, evaluative, and miscellaneous",The main disadvantage of VAS is the assumption that pain is a unidimensional experience that can be measured with a single-item scale.,All the above are true.,E,正確 - 所有選項都是正確的，這反映了疼痛評估工具在臨床和研究中的重要性。
心理社會與疼痛評估,8,104年第40題,Which of the following statement concerning hypnotic analgesia is least likely:,Hypnosis has been highly associated with theta activity (4~8 Hz) using EEG methods.,"Hypnotic analgesia can be understood as the result of a placebo manipulation, and it is not more than just relaxation.",Increases in hypnotic relaxation are associated with increases in regional cerebral blood flow in the occipital cortex.,"Deep relaxation, dissociated imagery and focused analgesia produced significant reductions on all pain-related measures.","Descending projections from amygdale, PAG and locus coeruleus contribute to modulate nociceptive processes in the brain stem and the spinal cord.",B,催眠止痛不僅僅是placebo效應或單純的放鬆，研究顯示其涉及複雜的神經生物學機制，包括改變痛覺處理的神經通路和腦區活動。催眠可以激活特定的腦區，如前扣帶皮質和島葉，這些區域與痛覺調節有關，從而提供真實的止痛效果。
心理社會與疼痛評估,9,105年第33題,Choose one wrong description about pain assessment.,McGill Pain Questionnaire (MPQ) had been used in Chinese,Short-Form MPQ consists both sensory and affective categories.,"Neuropathic pain also has specific pain questionnaire, like DN4.",Visual analog scales (VASs) measure only in pain intensity.,Neuropathic pain and non-neuropathic pain evaluation cannot be,E,選項E語句不完整且錯誤，神經病變性疼痛和非神經病變性疼痛是可以進行評估和區別的，這通常透過專門設計的問卷和評估工具來完成，如DN4和MPQ，這些工具能夠有效地捕捉不同類型疼痛的特徵。
心理社會與疼痛評估,10,105年第38題,"For Chronic pain patients (CPPs), which of the following description is wrong:","In tertiary treatment facilities, depression has been reported in 10-100% of CPPs",Successful treatment of depression reduce the effect of pain interference.,Anxiety disorders are common in CPPs,The incidence of de novo opioid addiction is increased in CPPs,CPPs should be offered smoking cessation treatment.,D,在適當的醫療監督下，慢性疼痛病人發生新的鴉片類藥物成癮的發生率並不會顯著增加。研究顯示，適當的用藥管理和心理支持能有效降低成癮風險，這強調了多學科治療的重要性。
心理社會與疼痛評估,11,105年第46題,"下列有關慢性疼痛的流行病學調查, 何者正確?",regional pain syndrome 中最常見的是下肢疼痛 (Lower limb pain),widespread body pain(例如 fibromyalgia) 男性的發生率高於女性,cohort study 與 case-control study 是慢性疼痛流行病學研究適當的研究方法,慢性疼痛議題容易進行 population based 的流行病學調查.,以上皆不正確,C,世代研究和病例對照研究確實是慢性疼痛流行病學研究中適當且常用的研究設計方法，這些方法能夠有效地分析慢性疼痛的發生率、危險因素和預後，提供重要的流行病學數據。
心理社會與疼痛評估,12,"108年第1次第36題, 109年第1次第29題, 109年第2次第29題, 112年第15題",Which of the following painful disorder is more common in male patients than in female patients?,migraine,rheumatoid arthritis,irritable bowel syndrome,coronary artery disease (older than 60 years old),all of the above are more common than in female patients.,D,60歲以上的冠心病（coronary artery disease）患者中，男性發病率仍然高於女性，這是唯一在此年齡層男性較女性常見的選項。雖然女性在停經後心血管風險會增加，但男性由於較早且較長期的心血管風險因子暴露（如吸菸、高血壓、血脂異常），加上缺乏雌激素的心血管保護作用，使得冠心病及其相關的心絞痛在高齡男性中仍較常見。
心理社會與疼痛評估,13,"108年第1次第37題, 109年第1次第46題, 110年第9題, 112年第22題, 113年第15題, 114年第5題","According to the long-form McGill Pain Questionnaire (MPQ) pain rating index scores, which of the following acute pain status is rated the highest pain score?",Amputation of digit,Labor pain,Abdominal gynecological surgery,Fracture.,Lower abdominal surgery (males),A,根據長版McGill疼痛問卷的疼痛評分指數，手指截肢痛的評分是最高的，這反映了截肢所引起的劇烈和急性疼痛。這種疼痛通常涉及高強度的感覺和情感反應，並且在MPQ的多維度評估中得分最高。
心理社會與疼痛評估,14,"108年第1次第40題, 108年第2次第40題, 109年第1次第12題, 109年第2次第12題, 110年第30題","Pain disorder may result in the sleep problem, and which of the sleep pattern is not often seen in patients:",acute pain following surgical procedures is associated with reduced and fragmented sleep,acute postsurgical pain may result in diminished amounts of slow wave and rapid eye movement (REM) sleep,patients with chronic pain may suffered from reduced sleep efficiency and altered sleep architecture (increased wakefulness and stage 1 non-REM sleep),subjects subjected to noxious stimuli during all stages of sleep will demonstrate a sleep awakening response and a moderate level of cortical arousal.,all of the above are common found in pain patients,E,題目問的是「哪個睡眠模式不常見」，而所有選項A-D描述的都是疼痛病人常見的睡眠問題，因此答案是E。急性疼痛和慢性疼痛都會對睡眠模式產生顯著影響，這是因為疼痛會導致交感神經系統的過度活躍，進而影響睡眠的質量和結構。研究顯示，疼痛患者常常經歷睡眠片段化、慢波睡眠和REM睡眠的減少，以及睡眠效率的降低。
